word	source	synset	first appearance	1650-1700	1701-1750	1751-1800	1801-1850	1851-1900	1901-1925	smell-source	quality	
poussière_noun	cooc		1609	yes	yes	yes	yes	yes	yes	CATEGORY|waste_garbage|pee|vomit|excrement|rotten		manual
prairie_noun	cooc		1553	no	no	no	yes	yes	yes	CATEGORY|nature_flowers|plant|tree|soil		
printemps_noun	cooc		1553	no	yes	yes	yes	yes	yes	CATEGORY|nature_flowers|plant|tree|soil		manual
propylène_noun	cooc		1811	no	no	no	no	yes	yes	CATEGORY|cleaning|medicinal		manual
préparation_noun	cooc		1553	no	yes	yes	yes	yes	yes	CATEGORY|food|beverage		manual
puant_adj	cooc	['fetid.s.01']	1553	no	yes	yes	yes	yes	yes		CATEGORY|decayed	
puanteur_noun	cooc	['malodor.n.01']	1575	no	yes	yes	yes	yes	no	CATEGORY|waste_garbage|pee|vomit|excrement|rotten		manual
purulent_adj	cooc		1720	no	yes	yes	yes	yes	yes		CATEGORY|decayed	manual
putride_adj	cooc		1558	no	no	yes	yes	yes	yes		CATEGORY|decayed	
putrides_adj	cooc		1581	no	no	yes	yes	yes	yes		CATEGORY|decayed	manual
putréfaction_noun	cooc		1553	no	no	yes	yes	yes	yes	CATEGORY|waste_garbage|pee|vomit|excrement|rotten		manual
pâte_noun	cooc		1553	no	no	yes	yes	yes	yes	CATEGORY|food|beverage		
pâturage_noun	cooc		1553	no	no	no	yes	yes	yes	CATEGORY|animal|people		manual
pâture_noun	cooc		1553	no	no	no	no	yes	yes	CATEGORY|animal|people		manual
pétrole_noun	cooc		1623	no	no	yes	yes	yes	yes	CATEGORY|emissions_traffic|fuel|dust		
pêche_noun	cooc		1553	no	no	yes	yes	yes	yes	CATEGORY|food|beverage		manual
racine_noun	cooc		1553	yes	yes	yes	yes	yes	yes	CATEGORY|nature_flowers|plant|tree|soil		manual
rafraîchissant_adj	cooc		1657	no	no	yes	yes	yes	yes		CATEGORY|fresh	
raifort_noun	cooc		1553	no	no	no	yes	yes	yes	CATEGORY|food|beverage		manual
raisin_noun	cooc		1553	no	no	yes	yes	yes	yes	CATEGORY|food|beverage		
rectum_noun	cooc		1650	no	no	yes	yes	yes	yes	CATEGORY|waste_garbage|pee|vomit|excrement|rotten		manual
relent_noun	cooc		1618	no	no	no	yes	yes	yes	CATEGORY|waste_garbage|pee|vomit|excrement|rotten		manual
renard_noun	cooc		1553	no	no	yes	yes	yes	yes	CATEGORY|animal|people		
repas_noun	cooc		1547	no	no	no	no	yes	yes	CATEGORY|food|beverage		manual
reptile_noun	cooc		1553	no	no	no	no	yes	yes	CATEGORY|animal|people		
restaurant_noun	cooc		1611	no	no	no	no	yes	yes	CATEGORY|food|beverage		manual
rhinocéros_noun	cooc		1553	no	no	no	yes	yes	yes	CATEGORY|animal|people		
rhubarbe_noun	cooc		1553	no	no	yes	yes	yes	yes	CATEGORY|food|beverage		
rhum_noun	cooc		1662	no	no	no	no	no	yes	CATEGORY|food|beverage		
rivière_noun	cooc		1547	no	no	no	yes	yes	yes	CATEGORY|nature_flowers|plant|tree|soil		manual
riz_noun	cooc		1553	no	no	no	no	yes	yes	CATEGORY|food|beverage		
rose_noun	cooc		1553	yes	yes	yes	yes	yes	yes	CATEGORY|nature_flowers|plant|tree|soil		
rosée_noun	cooc		1553	no	no	no	yes	yes	yes	CATEGORY|nature_flowers|plant|tree|soil		manual
rouge_noun	cooc		1553	yes	yes	yes	yes	yes	yes	CATEGORY|nature_flowers|plant|tree|soil		
route_noun	cooc		1547	yes	yes	yes	yes	yes	yes	CATEGORY|emissions_traffic|fuel|dust		manual
récolte_noun	cooc		1558	no	no	no	yes	yes	yes	CATEGORY|food|beverage		
répugnant_adj	cooc		1553	no	no	no	yes	yes	yes		CATEGORY|decayed	manual
résidu_noun	cooc		1581	no	no	no	yes	yes	yes	CATEGORY|cleaning|medicinal		manual
résine_noun	cooc		1553	no	no	yes	yes	yes	yes	CATEGORY|nature_flowers|plant|tree|soil		
résineux_adj	cooc		1553	no	no	yes	yes	yes	yes		CATEGORY|woody/earthy/mouldy	manual
rôtie_noun	cooc		1603	no	no	no	yes	yes	yes	CATEGORY|food|beverage		manual
sable_noun	cooc		1553	yes	yes	yes	yes	yes	yes	CATEGORY|nature_flowers|plant|tree|soil		manual
safran_noun	cooc		1553	no	no	no	yes	yes	yes	CATEGORY|food|beverage		
salade_noun	cooc		1553	no	no	no	no	yes	yes	CATEGORY|food|beverage		
sale_adj	cooc		1553	no	no	yes	yes	yes	yes		CATEGORY|decayed	manual
sales_noun	cooc		1587	no	no	no	yes	yes	yes	CATEGORY|waste_garbage|pee|vomit|excrement|rotten		manual
saleté_noun	cooc		1611	no	no	yes	yes	yes	yes	CATEGORY|waste_garbage|pee|vomit|excrement|rotten		
salive_noun	cooc		1553	no	no	yes	yes	yes	yes	CATEGORY|waste_garbage|pee|vomit|excrement|rotten		manual
salé_adj	cooc		1553	no	no	no	no	yes	yes		CATEGORY|sweet|spicy	
sang_noun	cooc		1547	yes	yes	yes	yes	yes	yes	CATEGORY|waste_garbage|pee|vomit|excrement|rotten		manual
sapin_noun	cooc		1553	no	no	yes	yes	yes	yes	CATEGORY|nature_flowers|plant|tree|soil		
satin_noun	cooc		1553	no	no	no	no	no	yes	CATEGORY|synthetic		
sauce_noun	cooc		1553	no	no	yes	yes	yes	yes	CATEGORY|food|beverage		
saule_noun	cooc		1553	no	no	yes	yes	yes	yes	CATEGORY|nature_flowers|plant|tree|soil		
sauvage_noun	cooc		1547	no	no	no	no	no	yes	CATEGORY|animal|people		
saveur_noun	cooc		1553	yes	yes	yes	yes	yes	yes	CATEGORY|food|beverage		
savon_noun	cooc		1553	no	no	no	yes	yes	yes	CATEGORY|cleaning|medicinal		
sciure_noun	cooc		1634	no	no	no	no	yes	yes	CATEGORY|waste_garbage|pee|vomit|excrement|rotten		
sel_noun	cooc		1547	no	no	yes	yes	yes	yes	CATEGORY|food|beverage		
semelle_noun	cooc		1587	no	no	no	no	no	yes	CATEGORY|synthetic		manual
semence_noun	cooc		1553	no	no	yes	yes	yes	yes	CATEGORY|nature_flowers|plant|tree|soil		manual
serpent_noun	cooc		1547	no	no	yes	yes	yes	yes	CATEGORY|animal|people		
singe_noun	cooc		1553	no	no	yes	yes	yes	yes	CATEGORY|animal|people		
sirop_noun	cooc		1603	no	no	yes	yes	yes	yes	CATEGORY|food|beverage		
soie_noun	cooc		1547	no	no	yes	yes	yes	yes	CATEGORY|nature_flowers|plant|tree|soil		
sol_noun	cooc		1547	no	yes	yes	yes	yes	yes	CATEGORY|nature_flowers|plant|tree|soil		manual
soufre_noun	cooc		1547	yes	yes	yes	yes	yes	yes	CATEGORY|emissions_traffic|fuel|dust		
soupe_noun	cooc		1553	yes	no	no	yes	yes	yes	CATEGORY|food|beverage		
souris_noun	cooc		1553	no	no	no	yes	yes	yes	CATEGORY|animal|people		manual
sperme_noun	cooc		1625	no	no	no	yes	yes	yes	CATEGORY|waste_garbage|pee|vomit|excrement|rotten		manual
stagnant_adj	cooc		1687	no	no	yes	yes	yes	yes		CATEGORY|decayed	manual
sucre_noun	cooc		1553	yes	yes	yes	yes	yes	yes	CATEGORY|food|beverage		
sueur_noun	cooc		1553	no	no	yes	yes	yes	yes	CATEGORY|animal|people		manual
sulfate_noun	cooc		1634	no	no	no	yes	yes	yes	CATEGORY|cleaning|medicinal		manual
sulfhydrique_adj	cooc		1801	no	no	no	yes	yes	yes		CATEGORY|chemical|hydro-carbons|synthetic	manual
sulfure_noun	cooc		1553	no	no	no	yes	yes	yes	CATEGORY|emissions_traffic|fuel|dust		manual
sulfurique_adj	cooc		1634	no	no	yes	yes	yes	yes		CATEGORY|chemical|hydro-carbons|synthetic	manual
sulfurique_noun	cooc		1634	no	no	yes	yes	yes	yes	CATEGORY|cleaning|medicinal		manual
sulfuré_adj	cooc		1634	no	no	yes	yes	yes	yes		CATEGORY|chemical|hydro-carbons|synthetic	manual
sève_noun	cooc		1558	no	no	no	yes	yes	yes	CATEGORY|nature_flowers|plant|tree|soil		manual
tabac_noun	cooc		1603	yes	yes	yes	yes	yes	yes	CATEGORY|tobacco|smoke		
tamaris_noun	cooc		1628	no	no	no	no	yes	yes	CATEGORY|nature_flowers|plant|tree|soil		manual
tartare_noun	cooc		1575	no	no	yes	yes	yes	no	CATEGORY|food|beverage		
teinte_noun	cooc		1603	no	no	yes	yes	yes	yes	CATEGORY|cleaning|medicinal		manual
teinture_noun	cooc		1553	no	no	yes	yes	yes	yes	CATEGORY|cleaning|medicinal		
terre_noun	cooc		1547	yes	yes	yes	yes	yes	yes	CATEGORY|nature_flowers|plant|tree|soil		manual
terreuse_adj	cooc		1616	no	no	yes	yes	yes	yes		CATEGORY|woody/earthy/mouldy	manual
thym_noun	cooc		1553	no	no	yes	yes	yes	yes	CATEGORY|nature_flowers|plant|tree|soil		
thé_noun	cooc		1611	no	no	yes	yes	yes	yes	CATEGORY|food|beverage		
tilleul_noun	cooc		1553	no	no	no	yes	yes	yes	CATEGORY|nature_flowers|plant|tree|soil		
tissu_noun	cooc		1553	no	no	yes	yes	yes	yes	CATEGORY|synthetic		
toilette_noun	cooc		1583	no	no	no	yes	yes	yes	CATEGORY|cleaning|medicinal		manual
touffe_noun	cooc		1553	no	no	no	no	yes	yes	CATEGORY|nature_flowers|plant|tree|soil		
tourbe_noun	cooc		1575	no	no	no	no	yes	yes	CATEGORY|nature_flowers|plant|tree|soil		manual
toxique_adj	cooc		1688	no	no	no	yes	yes	yes		CATEGORY|chemical|hydro-carbons|synthetic	manual
trafic_noun	cooc		1553	no	no	yes	yes	yes	no	CATEGORY|emissions_traffic|fuel|dust		manual
train_noun	cooc		1547	no	no	no	yes	yes	yes	CATEGORY|emissions_traffic|fuel|dust		manual
tramway_noun	cooc		1623	no	no	no	no	yes	yes	CATEGORY|emissions_traffic|fuel|dust		manual
transport_noun	cooc		1553	no	yes	yes	yes	yes	yes	CATEGORY|emissions_traffic|fuel|dust		manual
tronc_noun	cooc		1553	no	no	no	yes	yes	yes	CATEGORY|nature_flowers|plant|tree|soil		manual
trottoir_noun	cooc		1611	no	no	no	yes	yes	yes	CATEGORY|industry		manual
troupeau_noun	cooc		1558	no	no	no	yes	no	yes	CATEGORY|animal|people		
truffe_noun	cooc		1639	no	no	no	yes	yes	yes	CATEGORY|food|beverage		
trèfle_noun	cooc		1553	no	no	no	no	yes	yes	CATEGORY|nature_flowers|plant|tree|soil		
tube_noun	cooc		1553	no	no	yes	yes	yes	yes	CATEGORY|industry		manual
tubéreuse_noun	cooc		1694	no	no	yes	yes	yes	yes	CATEGORY|nature_flowers|plant|tree|soil		manual
tubéreuses_noun	cooc		1658	no	no	no	yes	yes	yes	CATEGORY|nature_flowers|plant|tree|soil		manual
tulipe_noun	cooc		1630	no	no	yes	yes	yes	yes	CATEGORY|nature_flowers|plant|tree|soil		manual
térébenthine_noun	cooc		1553	no	yes	yes	yes	yes	yes	CATEGORY|cleaning|medicinal		
tête_noun	cooc		1547	no	yes	yes	yes	yes	yes	CATEGORY|animal|people		manual
urine_noun	cooc		1593	no	yes	yes	yes	yes	yes	CATEGORY|waste_garbage|pee|vomit|excrement|rotten		
usine_noun	cooc		1623	no	no	yes	yes	yes	yes	CATEGORY|industry		
valériane_noun	cooc		1553	no	no	yes	yes	yes	yes	CATEGORY|nature_flowers|plant|tree|soil		manual
vanille_noun	cooc		1662	no	no	yes	yes	yes	yes	CATEGORY|food|beverage		
vapeur_noun	cooc		1553	yes	yes	yes	yes	yes	yes	CATEGORY|industry		
vaseline_noun	cooc		1727	no	no	no	no	yes	yes	CATEGORY|cleaning|medicinal		
vautour_noun	cooc		1553	no	no	yes	yes	yes	yes	CATEGORY|animal|people		
veau_noun	cooc		1553	no	no	no	yes	yes	yes	CATEGORY|food|beverage		
velours_noun	cooc		1553	no	no	no	yes	yes	yes	CATEGORY|synthetic		
venin_noun	cooc		1553	no	yes	yes	yes	yes	yes	CATEGORY|waste_garbage|pee|vomit|excrement|rotten		manual
ventre_noun	cooc		1547	no	no	no	yes	yes	yes	CATEGORY|animal|people		manual
verdure_noun	cooc		1553	no	no	yes	yes	yes	yes	CATEGORY|nature_flowers|plant|tree|soil		
verveine_noun	cooc		1553	no	no	no	no	yes	yes	CATEGORY|nature_flowers|plant|tree|soil		
vessie_noun	cooc		1581	no	yes	yes	yes	yes	yes	CATEGORY|waste_garbage|pee|vomit|excrement|rotten		manual
viande_noun	cooc		1547	no	yes	yes	yes	yes	yes	CATEGORY|food|beverage		
vieil_noun	cooc		1553	yes	no	no	yes	yes	yes	CATEGORY|animal|people		manual
vigne_noun	cooc		1553	no	no	no	yes	yes	yes	CATEGORY|nature_flowers|plant|tree|soil		
vin_noun	cooc		1547	yes	yes	yes	yes	yes	yes	CATEGORY|food|beverage		
vinaigre_noun	cooc		1553	no	no	yes	yes	yes	yes	CATEGORY|food|beverage		
violet_noun	cooc		1627	no	no	yes	yes	yes	yes	CATEGORY|nature_flowers|plant|tree|soil		
violette_noun	cooc		1553	yes	yes	yes	yes	yes	yes	CATEGORY|nature_flowers|plant|tree|soil		
virulent_adj	cooc		1623	no	no	yes	yes	yes	no		CATEGORY|pungent	manual
visage_noun	cooc		1547	yes	yes	yes	yes	yes	yes	CATEGORY|animal|people		manual
vitre_noun	cooc		1616	no	no	no	yes	yes	yes	CATEGORY|industry		manual
voiture_noun	cooc		1553	no	no	no	yes	yes	yes	CATEGORY|emissions_traffic|fuel|dust		manual
voluptueux_adj	cooc		1555	no	no	yes	yes	yes	yes		CATEGORY|Fragrant|fruity|floral	manual
vomissement_noun	cooc		1581	no	no	no	no	yes	yes	CATEGORY|waste_garbage|pee|vomit|excrement|rotten		manual
végétal_noun	cooc		1603	no	no	no	yes	yes	no	CATEGORY|nature_flowers|plant|tree|soil		
végétation_noun	cooc		1558	no	no	no	yes	yes	yes	CATEGORY|nature_flowers|plant|tree|soil		
véhicule_noun	cooc		1558	no	no	yes	yes	yes	no	CATEGORY|emissions_traffic|fuel|dust		manual
vêtement_noun	cooc		1553	no	no	no	yes	yes	yes	CATEGORY|synthetic		manual
wagon_noun	cooc		1623	no	no	no	no	yes	yes	CATEGORY|emissions_traffic|fuel|dust		manual
zinc_noun	cooc		1553	no	no	no	yes	yes	yes	CATEGORY|industry		
âcre_adj	cooc		1553	no	no	yes	yes	yes	yes		CATEGORY|pungent	
âpre_adj	cooc		1553	no	no	yes	yes	yes	yes		CATEGORY|pungent	manual
échappement_noun	cooc		1634	no	no	yes	yes	yes	yes	CATEGORY|emissions_traffic|fuel|dust		manual
écœurant_adj	cooc		1614	no	no	no	yes	yes	yes		CATEGORY|decayed	manual
égout_noun	cooc		1634	no	no	yes	yes	yes	yes	CATEGORY|waste_garbage|pee|vomit|excrement|rotten		manual
élégant_adj	cooc		1583	no	no	no	no	yes	yes		CATEGORY|Fragrant|fruity|floral	manual
éléphant_noun	cooc		1553	no	no	yes	yes	yes	yes	CATEGORY|animal|people		
épice_noun	cooc		1688	no	yes	yes	yes	yes	yes	CATEGORY|food|beverage		
épicerie_noun	cooc		1663	no	yes	yes	yes	yes	yes	CATEGORY|food|beverage		manual
étouffant_adj	cooc		1671	no	no	no	yes	yes	no		CATEGORY|decayed	manual
œuf_noun	cooc		1547	no	yes	yes	yes	yes	yes	CATEGORY|food|beverage		manual
pong_noun	WordNetExpansion	niff.n.01										
perception_noun	WordNetExpansion	sensing.n.02										
renifler_verb	WordNetExpansion	sniff.n.01										
article_de_toilette_noun	WordNetExpansion	toiletry.n.01								CATEGORY|cleaning|medicinal		
cologne_noun	WordNetExpansion	cologne.n.02								CATEGORY|cleaning|medicinal		
eau_de_cologne_noun	WordNetExpansion	cologne.n.02								CATEGORY|cleaning|medicinal		
eau_de_Cologne_noun	WordNetExpansion	cologne.n.02								CATEGORY|cleaning|medicinal		
patchouli_noun	WordNetExpansion	patchouli.n.02								CATEGORY|nature_flowers|plant|tree|soil		
parfumerie_noun	WordNetExpansion	perfumery.n.01								CATEGORY|cleaning|medicinal		
pot-pourri_noun	WordNetExpansion	potpourri.n.03								CATEGORY|nature_flowers|plant|tree|soil		
eau_de_rose_noun	WordNetExpansion	rose_water.n.01								CATEGORY|cleaning|medicinal		
eau_de_toilette_noun	WordNetExpansion	toilet_water.n.01								CATEGORY|cleaning|medicinal		
bouquet_noun	WordNetExpansion	bouquet.n.02								CATEGORY|nature_flowers|plant|tree|soil		
douceur_noun	WordNetExpansion	bouquet.n.02										
fragrance_noun	WordNetExpansion	bouquet.n.02								CATEGORY|nature_flowers|plant|tree|soil		
inodore_adj	WordNetExpansion	odorless.a.01										
sensation_noun	WordNetExpansion	sensation.n.01										
musc_noun	WordNetExpansion	musk.n.02								CATEGORY|nature_flowers|plant|tree|soil		
encens_noun	WordNetExpansion	incense.n.02										
bec_noun	WordNetExpansion	beak.n.04										
blair_noun	WordNetExpansion	beak.n.04										
museau_noun	WordNetExpansion	beak.n.04										
pif_noun	WordNetExpansion	beak.n.04										
cogner_noun	WordNetExpansion	conk.n.01										
cavité_nasale_noun	WordNetExpansion	nasal_cavity.n.01										
Cavité_nasale_noun	WordNetExpansion	nasal_cavity.n.01										
cavités_nasales_noun	WordNetExpansion	nasal_cavity.n.01										
fosse_nasale_noun	WordNetExpansion	nasal_cavity.n.01										
baume_noun	WordNetExpansion	ointment.n.01								CATEGORY|cleaning|medicinal		
onction_noun	WordNetExpansion	ointment.n.01								CATEGORY|cleaning|medicinal		
onguent_noun	WordNetExpansion	ointment.n.01								CATEGORY|cleaning|medicinal		
pommade_noun	WordNetExpansion	ointment.n.01								CATEGORY|cleaning|medicinal		
comprendre_verb	WordNetExpansion	perceive.v.01										
percevoir_verb	WordNetExpansion	perceive.v.01										
inhaler_verb	WordNetExpansion	inhale.v.02										
inspirer_verb	WordNetExpansion	inhale.v.02										
respirer_verb	WordNetExpansion	inhale.v.02										
asphalte_noun	StartingCategories									CATEGORY|emissions_traffic|fuel|dust		
autobus_noun	StartingCategories									CATEGORY|emissions_traffic|fuel|dust		
bus_noun	StartingCategories									CATEGORY|emissions_traffic|fuel|dust		
produits_chimiques_noun	StartingCategories									CATEGORY|emissions_traffic|fuel|dust		
tuyaux_d'échappement_noun	StartingCategories									CATEGORY|emissions_traffic|fuel|dust		
carburant_noun	StartingCategories									CATEGORY|emissions_traffic|fuel|dust		
vapeurs_noun	StartingCategories									CATEGORY|emissions_traffic|fuel|dust		
gasoil_noun	StartingCategories									CATEGORY|emissions_traffic|fuel|dust		
lubrifiant_noun	StartingCategories									CATEGORY|food|beverage		
camion_noun	StartingCategories									CATEGORY|emissions_traffic|fuel|dust		
smog_noun	StartingCategories									CATEGORY|emissions_traffic|fuel|dust		
tram_noun	StartingCategories									CATEGORY|emissions_traffic|fuel|dust		
bulldozer_noun	StartingCategories									CATEGORY|industry		
conduit_de_fumée_noun	StartingCategories									CATEGORY|industry		
diesel_noun	StartingCategories									CATEGORY|industry		
tuyaux_d'évacuation_noun	StartingCategories									CATEGORY|industry		
mortier_noun	StartingCategories									CATEGORY|industry		
plâtre_noun	StartingCategories									CATEGORY|industry		
rouille_noun	StartingCategories									CATEGORY|industry		
eaux_usées_noun	StartingCategories									CATEGORY|industry		
caniveau_noun	StartingCategories									CATEGORY|industry		
abattoir_noun	StartingCategories									CATEGORY|food|beverage		
tarte_aux_pommes_noun	StartingCategories									CATEGORY|food|beverage		
roquette_noun	StartingCategories									CATEGORY|food|beverage		
cuisine_asiatique_noun	StartingCategories									CATEGORY|food|beverage		
avocat_noun	StartingCategories									CATEGORY|food|beverage		
bacon_noun	StartingCategories									CATEGORY|food|beverage		
lard_noun	StartingCategories									CATEGORY|food|beverage		
produits_de_boulangerie_noun	StartingCategories									CATEGORY|food|beverage		
boulangerie_noun	StartingCategories									CATEGORY|food|beverage		
baklava_noun	StartingCategories									CATEGORY|food|beverage		
banane_noun	StartingCategories									CATEGORY|food|beverage		
barbecue_noun	StartingCategories									CATEGORY|food|beverage		
grillade_noun	StartingCategories									CATEGORY|food|beverage		
basilic_noun	StartingCategories									CATEGORY|food|beverage		
bbq_noun	StartingCategories									CATEGORY|food|beverage		
biscuit_noun	StartingCategories									CATEGORY|food|beverage		
amer_noun	StartingCategories									CATEGORY|food|beverage		
alcooliques_noun	StartingCategories									CATEGORY|food|beverage		
brandy_noun	StartingCategories									CATEGORY|food|beverage		
brownie_noun	StartingCategories									CATEGORY|food|beverage		
boucher_noun	StartingCategories									CATEGORY|food|beverage		
toffee_noun	StartingCategories									CATEGORY|food|beverage		
cafétéria_noun	StartingCategories									CATEGORY|food|beverage		
tarte_noun	StartingCategories									CATEGORY|food|beverage		
cardamome_noun	StartingCategories									CATEGORY|food|beverage		
chablis_noun	StartingCategories									CATEGORY|food|beverage		
poulet_noun	StartingCategories									CATEGORY|food|beverage		
chipotle_noun	StartingCategories									CATEGORY|food|beverage		
chocolat_noun	StartingCategories									CATEGORY|food|beverage		
agrume_noun	StartingCategories									CATEGORY|food|beverage		
coca_noun	StartingCategories									CATEGORY|food|beverage		
assaisonement_noun	StartingCategories									CATEGORY|food|beverage		
maïs_noun	StartingCategories									CATEGORY|food|beverage		
cous_cous_noun	StartingCategories									CATEGORY|food|beverage		
crème_noun	StartingCategories									CATEGORY|food|beverage		
crêpe_noun	StartingCategories									CATEGORY|food|beverage		
fromagerie_noun	StartingCategories									CATEGORY|food|beverage		
produits_laitiers_noun	StartingCategories									CATEGORY|food|beverage		
pétrissage_noun	StartingCategories									CATEGORY|food|beverage		
earl_gray_noun	StartingCategories									CATEGORY|food|beverage		
œufs_noun	StartingCategories									CATEGORY|food|beverage		
falafel_noun	StartingCategories									CATEGORY|food|beverage		
marché_alimentaire_noun	StartingCategories									CATEGORY|food|beverage		
frites_noun	StartingCategories									CATEGORY|food|beverage		
pain_frais_noun	StartingCategories									CATEGORY|food|beverage		
café_frais_noun	StartingCategories									CATEGORY|food|beverage		
poisson_frais_noun	StartingCategories									CATEGORY|food|beverage		
gâteau_aux_fruits_noun	StartingCategories									CATEGORY|food|beverage		
crème_ganache_noun	StartingCategories									CATEGORY|food|beverage		
semoule_noun	StartingCategories									CATEGORY|food|beverage		
tourte_à_la_viande_noun	StartingCategories									CATEGORY|food|beverage		
hot_dog_noun	StartingCategories									CATEGORY|food|beverage		
cuisine_indienne_noun	StartingCategories									CATEGORY|food|beverage		
jalapeno_noun	StartingCategories									CATEGORY|food|beverage		
poireau_noun	StartingCategories									CATEGORY|food|beverage		
restes_noun	StartingCategories									CATEGORY|food|beverage		
réglisse_noun	StartingCategories									CATEGORY|food|beverage		
citron_vert_noun	StartingCategories									CATEGORY|food|beverage		
macadamia_noun	StartingCategories									CATEGORY|food|beverage		
marshmallow_noun	StartingCategories									CATEGORY|food|beverage		
mayonnaise_noun	StartingCategories									CATEGORY|food|beverage		
melon_noun	StartingCategories									CATEGORY|food|beverage		
tartlette_de_Noël_noun	StartingCategories									CATEGORY|food|beverage		
moussaka_noun	StartingCategories									CATEGORY|food|beverage		
champignon?_noun	StartingCategories									CATEGORY|food|beverage		
farine_d'avoine_noun	StartingCategories									CATEGORY|food|beverage		
omelette_noun	StartingCategories									CATEGORY|food|beverage		
jus_d'orange_noun	StartingCategories									CATEGORY|food|beverage		
cuisine_orientale_noun	StartingCategories									CATEGORY|food|beverage		
pancake_noun	StartingCategories									CATEGORY|food|beverage		
pâtisserie_noun	StartingCategories									CATEGORY|food|beverage		
poire_noun	StartingCategories									CATEGORY|food|beverage		
menthe_poivrée_noun	StartingCategories									CATEGORY|food|beverage		
pizza_noun	StartingCategories									CATEGORY|food|beverage		
pomme_de_terre_noun	StartingCategories									CATEGORY|food|beverage		
raisin_sec_noun	StartingCategories									CATEGORY|food|beverage		
sauce_aux_cornichon_noun	StartingCategories									CATEGORY|food|beverage		
sandwich_noun	StartingCategories									CATEGORY|food|beverage		
saucisse_noun	StartingCategories									CATEGORY|food|beverage		
sauvignon_noun	StartingCategories									CATEGORY|food|beverage		
coquille_Saint-Jacques_noun	StartingCategories									CATEGORY|food|beverage		
fruits_de_mer_noun	StartingCategories									CATEGORY|food|beverage		
sorbet_noun	StartingCategories									CATEGORY|food|beverage		
sherry_noun	StartingCategories									CATEGORY|food|beverage		
brochette_noun	StartingCategories									CATEGORY|food|beverage		
snack_noun	StartingCategories									CATEGORY|food|beverage		
snapper_(poisson)_noun	StartingCategories									CATEGORY|food|beverage		
soda_noun	StartingCategories									CATEGORY|food|beverage		
lait_acide_noun	StartingCategories									CATEGORY|food|beverage		
spam_noun	StartingCategories									CATEGORY|food|beverage		
épices_noun	StartingCategories									CATEGORY|food|beverage		
plats_épicés_noun	StartingCategories									CATEGORY|food|beverage		
entrecôte_noun	StartingCategories									CATEGORY|food|beverage		
sushi_noun	StartingCategories									CATEGORY|food|beverage		
bonbon_noun	StartingCategories									CATEGORY|food|beverage		
taco_noun	StartingCategories									CATEGORY|food|beverage		
crumble_noun	StartingCategories									CATEGORY|food|beverage		
tiramisu_noun	StartingCategories									CATEGORY|food|beverage		
topping_noun	StartingCategories									CATEGORY|food|beverage		
légumes_noun	StartingCategories									CATEGORY|food|beverage		
wafer_noun	StartingCategories									CATEGORY|food|beverage		
waffle_noun	StartingCategories									CATEGORY|food|beverage		
cresson_noun	StartingCategories									CATEGORY|food|beverage		
patate_douce_noun	StartingCategories									CATEGORY|food|beverage		
levure_noun	StartingCategories									CATEGORY|food|beverage		
marijuana_noun	StartingCategories									CATEGORY|tobacco|smoke		
fumeur_noun	StartingCategories									CATEGORY|tobacco|smoke		
bandage_noun	StartingCategories									CATEGORY|cleaning|medicinal		
eau_de_javel_noun	StartingCategories									CATEGORY|cleaning|medicinal		
nettoyeur_noun	StartingCategories									CATEGORY|cleaning|medicinal		
nettoyage_noun	StartingCategories									CATEGORY|cleaning|medicinal		
vêtements_noun	StartingCategories									CATEGORY|cleaning|medicinal		
dentiste_noun	StartingCategories									CATEGORY|cleaning|medicinal		
héroïne_noun	StartingCategories									CATEGORY|cleaning|medicinal		
repasser_noun	StartingCategories									CATEGORY|cleaning|medicinal		
slip_noun	StartingCategories									CATEGORY|cleaning|medicinal		
solvant_noun	StartingCategories									CATEGORY|cleaning|medicinal		
peinture_en_aéreosol_noun	StartingCategories									CATEGORY|cleaning|medicinal		
sulfite_noun	StartingCategories									CATEGORY|cleaning|medicinal		
sous-vêtement_noun	StartingCategories									CATEGORY|cleaning|medicinal		
latex_noun	StartingCategories									CATEGORY|synthetic		
chamois_noun	StartingCategories									CATEGORY|synthetic		
pneumatique_noun	StartingCategories									CATEGORY|synthetic		
bile_noun	StartingCategories									CATEGORY|waste_garbage|pee|vomit|excrement|rotten		
poubelle_noun	StartingCategories									CATEGORY|waste_garbage|pee|vomit|excrement|rotten		
crotte_de_chien_noun	StartingCategories									CATEGORY|waste_garbage|pee|vomit|excrement|rotten		
excrément_noun	StartingCategories									CATEGORY|waste_garbage|pee|vomit|excrement|rotten		
fèces_noun	StartingCategories									CATEGORY|waste_garbage|pee|vomit|excrement|rotten		
pet_noun	StartingCategories									CATEGORY|waste_garbage|pee|vomit|excrement|rotten		
ordures_noun	StartingCategories									CATEGORY|waste_garbage|pee|vomit|excrement|rotten		
camion_poubelle_noun	StartingCategories									CATEGORY|waste_garbage|pee|vomit|excrement|rotten		
camion_à_ordures_noun	StartingCategories									CATEGORY|waste_garbage|pee|vomit|excrement|rotten		
litière_noun	StartingCategories									CATEGORY|waste_garbage|pee|vomit|excrement|rotten		
lisier_noun	StartingCategories									CATEGORY|waste_garbage|pee|vomit|excrement|rotten		
pipi_noun	StartingCategories									CATEGORY|waste_garbage|pee|vomit|excrement|rotten		
pisse_noun	StartingCategories									CATEGORY|waste_garbage|pee|vomit|excrement|rotten		
