seed	co-occurence	time span	freq	total token timespan
parfumerie	een	1851-1900	133	5394064364
parfumerie	nederlandsch	1851-1900	61	5394064364
parfumerie	fabriek	1851-1900	90	5394064364
aroma	een	1901-1925	423	7815890332
aroma	verrukkelijk	1901-1925	62	7815890332
aroma	doen	1901-1925	32	7815890332
lucht	frissch	1901-1925	1521	7815890332
lucht	ander	1901-1925	105	7815890332
geurig	aanbieden	1851-1900	19	5394064364
geurig	mild	1851-1900	37	5394064364
geurig	zacht	1851-1900	271	5394064364
geur	aanbieden	1851-1900	12	5394064364
geur	zoowel	1851-1900	117	5394064364
geur	in	1851-1900	3504	5394064364
reuk	aandoen	1851-1900	24	5394064364
reuk	of	1851-1900	4922	5394064364
reuk	eenig	1851-1900	278	5394064364
reuk	worden	1851-1900	626	5394064364
essence	aanduiden	1851-1900	243	5394064364
essence	hoeveelheid	1851-1900	416	5394064364
essence	op	1851-1900	347	5394064364
lucht	aanknopen	1851-1900	6	5394064364
lucht	voor	1851-1900	938	5394064364
lucht	uit	1851-1900	4442	5394064364
lucht	aankomen	1901-1925	32	7815890332
lucht	vanuit	1901-1925	27	7815890332
parfumerie	aangenaam	1851-1900	184	5394064364
parfumerie	als	1851-1900	450	5394064364
parfumerie	die	1851-1900	1192	5394064364
parfumerie	zeep	1851-1900	277	5394064364
aroma	aangenaam	1851-1900	126	5394064364
aroma	hebben	1851-1900	194	5394064364
aroma	tot	1851-1900	212	5394064364
aroma	vele	1851-1900	35	5394064364
aroma	aangenaam	1901-1925	212	7815890332
aroma	den	1901-1925	80	7815890332
aroma	adem	1901-1925	22	7815890332
aromatisch	aangenaam	1851-1900	185	5394064364
aromatisch	bitter	1851-1900	184	5394064364
aromatisch	specgew	1851-1900	60	5394064364
aromatisch	na	1851-1900	50	5394064364
bouquet	aangenaam	1851-1900	44	5394064364
bouquet	zoodat	1851-1900	36	5394064364
bouquet	zij	1851-1900	27	5394064364
geur	fijn	1851-1900	2649	5394064364
geur	van	1851-1900	4914	5394064364
geurig	aangenaam	1851-1900	269	5394064364
geurig	bitter	1851-1900	359	5394064364
geurig	versterken	1851-1900	292	5394064364
geparfumeerd	aangenaam	1901-1925	21	7815890332
geparfumeerd	verrassen	1901-1925	8	7815890332
geparfumeerd	fijn	1901-1925	389	7815890332
essence	aangenaam	1851-1900	45	5394064364
essence	met	1851-1900	646	5394064364
essence	goed	1851-1900	33	5394064364
essence	gevolg	1851-1900	22	5394064364
geparfumeerd	aangenaam	1851-1900	155	5394064364
geparfumeerd	alleen	1851-1900	18	5394064364
geparfumeerd	echt	1851-1900	12	5394064364
geparfumeerd	met	1851-1900	247	5394064364
geparfumeerd	en	1851-1900	662	5394064364
geparfumeerd	worden	1851-1900	30	5394064364
geparfumeerd	door	1851-1900	16	5394064364
geparfumeerd	mag	1851-1900	33	5394064364
geparfumeerd	ze	1851-1900	25	5394064364
geparfumeerd	op	1851-1900	25	5394064364
geur	haar	1851-1900	1910	5394064364
geur	wijzigen	1851-1900	18	5394064364
odeur	aangenaam	1851-1900	52	5394064364
odeur	de	1851-1900	1333	5394064364
odeur	inhoud	1851-1900	15	5394064364
odeur	van	1851-1900	1323	5394064364
odeur	een	1851-1900	220	5394064364
odeur	fleschje	1851-1900	16	5394064364
aromatisch	prikkelend	1851-1900	37	5394064364
aromatisch	specifiek	1851-1900	25	5394064364
geur	schenen	1851-1900	21	5394064364
geur	waardoor	1851-1900	113	5394064364
geur	een	1851-1900	1925	5394064364
reukwater	aangenaam	1851-1900	39	5394064364
reukwater	en	1851-1900	849	5394064364
reukwater	langdurig	1851-1900	12	5394064364
reukwater	uitvinden	1851-1900	12	5394064364
parfum	aangenaam	1851-1900	215	5394064364
parfum	en	1851-1900	1343	5394064364
parfum	verfrisschend	1851-1900	94	5394064364
parfum	voor	1851-1900	204	5394064364
geuren	aangenaam	1851-1900	117	5394064364
geuren	en	1851-1900	2958	5394064364
geuren	zuiveren	1851-1900	82	5394064364
geuren	den	1851-1900	551	5394064364
geuren	het	1851-1900	445	5394064364
geur	aangenaamst	1851-1900	44	5394064364
geur	die	1851-1900	1727	5394064364
geur	de	1851-1900	3908	5394064364
geur	aange	1851-1900	8	5394064364
geur	naam	1851-1900	15	5394064364
geur	zoo	1851-1900	258	5394064364
geur	hoog	1851-1900	238	5394064364
geur	verkwikken	1851-1900	59	5394064364
geur	aangenaam	1801-1850	780	1565489769
geur	van	1801-1850	414	1565489769
geur	is	1801-1850	28	1565489769
geur	en	1801-1850	137	1565489769
geur	van	1901-1925	1646	7815890332
geur	is	1901-1925	407	7815890332
geur	is	1851-1900	2174	5394064364
geur	tot	1851-1900	429	5394064364
geur	prijs	1901-1925	56	7815890332
geur	per	1901-1925	162	7815890332
geur	verfrisschen	1851-1900	68	5394064364
reuk	aangenaam	1851-1900	3426	5394064364
reuk	van	1851-1900	6554	5394064364
reuk	en	1851-1900	12871	5394064364
reuk	smaak	1851-1900	4231	5394064364
reuk	aangenaam	1901-1925	123	7815890332
reuk	van	1901-1925	1180	7815890332
reuk	en	1901-1925	2743	7815890332
reuk	smaak	1901-1925	991	7815890332
aromatisch	van	1851-1900	57	5394064364
aromatisch	smaak	1851-1900	157	5394064364
aromatisch	en	1851-1900	235	5394064364
geurig	smaak	1851-1900	384	5394064364
welriekend	aangenaam	1801-1850	27	1565489769
welriekend	en	1801-1850	26	1565489769
welriekend	verkwikken	1801-1850	13	1565489769
welriekend	in	1801-1850	6	1565489769
geur	aromatisch	1901-1925	26	7815890332
geur	warmte	1901-1925	26	7815890332
reuk	frissch	1851-1900	517	5394064364
reuk	terwijl	1851-1900	716	5394064364
reuk	het	1851-1900	1097	5394064364
geur	ademhaling	1851-1900	87	5394064364
geur	langdurig	1851-1900	29	5394064364
geur	iedereen	1851-1900	113	5394064364
geur	be	1851-1900	21	5394064364
geur	aan	1901-1925	702	7815890332
geur	de	1901-1925	2213	7815890332
geur	smaak	1901-1925	3494	7815890332
geuren	aangenaam	1901-1925	19	7815890332
geuren	tactvol	1901-1925	19	7815890332
geuren	overvloedig	1901-1925	13	7815890332
geur	hebben	1851-1900	100	5394064364
geur	het	1901-1925	419	7815890332
geur	maken	1901-1925	190	7815890332
geur	zijn	1901-1925	310	7815890332
geur	zoovele	1901-1925	37	7815890332
geur	in	1901-1925	1536	7815890332
geur	kamer	1901-1925	12	7815890332
geur	zacht	1851-1900	283	5394064364
geur	als	1851-1900	271	5394064364
geur	passen	1901-1925	88	7815890332
geur	namaaksel	1901-1925	12	7815890332
geur	namaakselsj	1901-1925	17	7815890332
geur	preparaat	1901-1925	18	7815890332
geur	verspreiden	1851-1900	164	5394064364
geur	met	1851-1900	123	5394064364
geur	waarvan	1801-1850	438	1565489769
geur	de	1801-1850	356	1565489769
geur	bestanddeel	1801-1850	165	1565489769
geur	worden	1801-1850	238	1565489769
geur	thans	1801-1850	182	1565489769
geur	behalve	1801-1850	123	1565489769
geur	zij	1801-1850	36	1565489769
geur	bevorderen	1801-1850	30	1565489769
geur	den	1801-1850	79	1565489769
lucht	aangenaam	1801-1850	32	1565489769
lucht	adem	1801-1850	6	1565489769
lucht	mooije	1801-1850	21	1565489769
lucht	kleur	1801-1850	14	1565489769
geur	frissch	1851-1900	134	5394064364
geur	verfijnen	1851-1900	62	5394064364
geur	achter	1851-1900	498	5394064364
geur	maar	1851-1900	329	5394064364
geur	datgene	1851-1900	189	5394064364
geur	behoeven	1901-1925	31	7815890332
geur	bijna	1901-1925	21	7815890332
geur	niet	1901-1925	82	7815890332
geur	posta	1851-1900	12	5394064364
geur	ie	1851-1900	29	5394064364
geur	dereen	1851-1900	16	5394064364
geur	eene	1851-1900	728	5394064364
geur	even	1851-1900	25	5394064364
geur	weten	1851-1900	128	5394064364
geur	zuiver	1851-1900	429	5394064364
geur	voortreffelijk	1851-1900	13	5394064364
geur	werken	1901-1925	14	7815890332
geur	door	1901-1925	953	7815890332
geur	goed	1901-1925	332	7815890332
geur	bevredigen	1901-1925	15	7815890332
geur	na	1851-1900	1232	5394064364
geur	mirandazeep	1851-1900	30	5394064364
geur	bevatten	1851-1900	40	5394064364
geur	net	1851-1900	161	5394064364
geur	verpakking	1851-1900	115	5394064364
geur	ontwikkelen	1851-1900	62	5394064364
geur	dat	1851-1900	563	5394064364
geur	dit	1851-1900	123	5394064364
geur	uitademen	1901-1925	36	7815890332
geur	vrij	1901-1925	17	7815890332
geur	veel	1851-1900	50	5394064364
geur	aroma	1851-1900	30	5394064364
geur	wit	1851-1900	27	5394064364
aroma	geur	1851-1900	30	5394064364
aroma	veel	1851-1900	37	5394064364
aroma	wit	1851-1900	67	5394064364
geur	vinden	1851-1900	565	5394064364
geur	men	1851-1900	565	5394064364
geur	vereenigd	1851-1900	390	5394064364
geur	aromatischen	1851-1900	202	5394064364
geur	vrij	1851-1900	122	5394064364
reuk	mond	1851-1900	417	5394064364
reuk	goed	1851-1900	80	5394064364
reuk	jaar	1851-1900	325	5394064364
reuk	garantie	1851-1900	254	5394064364
reuk	dagelijks	1851-1900	67	5394064364
aroma	smaak	1851-1900	481	5394064364
geur	kleur	1851-1900	105	5394064364
aroma	smaak	1901-1925	1589	7815890332
aroma	uitsteken	1901-1925	18	7815890332
aroma	uitstekend	1901-1925	206	7815890332
parfum	welke	1851-1900	157	5394064364
parfum	de	1851-1900	737	5394064364
parfum	onze	1851-1900	66	5394064364
reuk	het	1901-1925	387	7815890332
reuk	odol	1901-1925	8	7815890332
geur	frisscher	1851-1900	46	5394064364
geur	gezond	1851-1900	133	5394064364
aroma	wit	1901-1925	50	7815890332
geur	welriekend	1851-1900	76	5394064364
geur	blijven	1851-1900	136	5394064364
geur	aangenani	1851-1900	12	5394064364
lucht	aansteken	1851-1900	7	5394064364
bos	aanvoeren	1851-1900	15	5394064364
bos	prijs	1851-1900	43	5394064364
neus	aangezicht	1851-1900	6	5394064364
neus	rond	1851-1900	6	5394064364
neus	ooog	1851-1900	6102	5394064364
neus	blauw	1851-1900	25	5394064364
reuk	aangezien	1901-1925	6	7815890332
reuk	de	1901-1925	1056	7815890332
reukloos	aangezien	1901-1925	9	7815890332
reukloos	germinol	1901-1925	18	7815890332
reukloos	absoluut	1901-1925	27	7815890332
reukloos	is	1901-1925	38	7815890332
lucht	bewondering	1851-1900	19	5394064364
neus	haar	1901-1925	83	7815890332
neus	bloedvergiftiging	1901-1925	12	7815890332
bouquet	hare	1901-1925	14	7815890332
bouquet	majesteit	1901-1925	14	7815890332
bos	instituut	1901-1925	69	7815890332
neuzen	aan	1801-1850	49	1565489769
neuzen	het	1801-1850	498	1565489769
neuzen	kanaal	1801-1850	332	1565489769
neuzen	het	1901-1925	257	7815890332
neuzen	kanaal	1901-1925	335	7815890332
neus	mond	1901-1925	285	7815890332
lucht	ongenoegen	1851-1900	6	5394064364
lucht	besluiten	1851-1900	18	5394064364
neus	hoofd	1901-1925	50	7815890332
neus	verwonden	1901-1925	10	7815890332
geur	koffie	1851-1900	39	5394064364
geur	herinnerend	1851-1900	21	5394064364
neuzen	kogel	1851-1900	14	5394064364
neuzen	bevinden	1851-1900	14	5394064364
parfumerie	aankoop	1851-1900	93	5394064364
parfumerie	ik	1851-1900	121	5394064364
geur	lieflijk	1851-1900	87	5394064364
neuzen	aanleg	1851-1900	6	5394064364
neuzen	eener	1851-1900	13	5394064364
neuzen	telegraaflijn	1851-1900	20	5394064364
lucht	licht	1901-1925	763	7815890332
lucht	door	1901-1925	1570	7815890332
lucht	gebrek	1901-1925	304	7815890332
neus	mijn	1901-1925	87	7815890332
neus	aanmond	1851-1900	35	5394064364
neus	ooren	1851-1900	3560	5394064364
bos	hoendiep	1901-1925	384	7815890332
bos	gron	1901-1925	94	7815890332
neus	luchtpijp	1851-1900	40	5394064364
bos	onderstaan	1901-1925	48	7815890332
bos	adres	1901-1925	98	7815890332
lucht	ontevredenheid	1851-1900	44	5394064364
lucht	geven	1851-1900	200	5394064364
reuk	aan	1901-1925	596	7815890332
reuk	aantasten	1851-1900	96	5394064364
reuk	noch	1851-1900	918	5394064364
reuk	nadeelig	1851-1900	154	5394064364
reuk	verspreiden	1851-1900	1069	5394064364
ruiken	aan	1851-1900	48	5394064364
ruiken	te	1851-1900	61	5394064364
ruiken	omdat	1851-1900	24	5394064364
ruiken	er	1851-1900	36	5394064364
lucht	aanval	1901-1925	226	7815890332
lucht	uit	1901-1925	3811	7815890332
lucht	aanvaller	1851-1900	6	5394064364
neuzen	aanvang	1851-1900	14	5394064364
neuzen	nemen	1851-1900	21	5394064364
neuzen	en	1851-1900	1225	5394064364
lucht	versche	1851-1900	251	5394064364
bos	aanvoer	1851-1900	68	5394064364
bos	schil	1851-1900	94	5394064364
bos	gelling	1851-1900	74	5394064364
bos	bint	1851-1900	29	5394064364
lucht	aanvoer	1851-1900	21	5394064364
lucht	van	1851-1900	3141	5394064364
lucht	door	1851-1900	2330	5394064364
essence	aanwenden	1851-1900	32	5394064364
essence	leipziger	1851-1900	26	5394064364
essence	zullen	1851-1900	20	5394064364
neuzen	aanwezend	1801-1850	16	1565489769
neuzen	ingenieur	1801-1850	138	1565489769
neuzen	te	1801-1850	1523	1565489769
lucht	aanwezig	1901-1925	23	7815890332
lucht	voetstap	1901-1925	52	7815890332
lucht	geven	1901-1925	283	7815890332
lucht	hebben	1901-1925	680	7815890332
lucht	zee	1901-1925	309	7815890332
aroma	aanzienlijk	1901-1925	7	7815890332
aroma	gedeelte	1901-1925	7	7815890332
aroma	het	1901-1925	505	7815890332
geur	aanzien	1851-1900	16	5394064364
geur	aanzien	1901-1925	9	7815890332
geur	als	1901-1925	78	7815890332
lucht	smart	1851-1900	18	5394064364
lucht	moest	1851-1900	44	5394064364
neus	zijn	1901-1925	463	7815890332
lucht	zon	1901-1925	48	7815890332
bos	firma	1851-1900	122	5394064364
bos	compagnie	1851-1900	33	5394064364
essence	aardbei	1901-1925	18	7815890332
essence	van	1901-1925	108	7815890332
essence	de	1901-1925	250	7815890332
neus	aard	1851-1900	76	5394064364
neus	borst	1851-1900	57	5394064364
neus	lip	1851-1900	138	5394064364
lucht	aarde	1901-1925	32	7815890332
lucht	water	1901-1925	416	7815890332
lucht	aarde	1851-1900	250	5394064364
lucht	vuur	1851-1900	176	5394064364
lucht	water	1851-1900	575	5394064364
bos	prez	1901-1925	56	7815890332
lucht	berg	1901-1925	33	7815890332
lucht	mijn	1901-1925	69	7815890332
lucht	aardig	1901-1925	6	7815890332
lucht	eind	1901-1925	13	7815890332
neuzen	aardigheid	1901-1925	6	7815890332
neuzen	snorren	1901-1925	214	7815890332
neuzen	baard	1901-1925	184	7815890332
neus	klieren	1851-1900	66	5394064364
neus	oorpijn	1851-1900	24	5394064364
neus	oorziekte	1851-1900	544	5394064364
neus	aard	1901-1925	23	7815890332
neus	scrofulos	1901-1925	32	7815890332
neus	oorkwal	1901-1925	26	7815890332
neus	aau	1851-1900	24	5394064364
geur	abnormaal	1901-1925	16	7815890332
geur	of	1901-1925	146	7815890332
essence	absinthe	1851-1900	6	5394064364
essence	suisse	1851-1900	12	5394064364
reuk	absoluut	1901-1925	51	7815890332
reuk	achter	1901-1925	59	7815890332
reuk	laten	1901-1925	13	7815890332
reukloos	ontstaan	1901-1925	18	7815890332
reukloos	geen	1901-1925	22	7815890332
lucht	absoluut	1901-1925	28	7815890332
lucht	grijpen	1901-1925	2441	7815890332
neus	accident	1851-1900	2368	5394064364
lucht	achter	1851-1900	12	5394064364
lucht	schip	1851-1900	77	5394064364
neus	achter	1901-1925	32	7815890332
neus	in	1901-1925	862	7815890332
neus	bij	1901-1925	665	7815890332
lucht	achterop	1901-1925	6	7815890332
lucht	dubbel	1901-1925	38	7815890332
lucht	licht	1851-1900	997	5394064364
lucht	achtersteven	1851-1900	6	5394064364
lucht	hoog	1851-1900	212	5394064364
neus	acker	1901-1925	6	7815890332
geur	actk	1851-1900	6	5394064364
geur	wat	1851-1900	203	5394064364
geurig	actos	1851-1900	14	5394064364
bos	actrice	1901-1925	22	7815890332
bos	annie	1901-1925	97	7815890332
bos	ad	1851-1900	7	5394064364
bos	boekhandel	1851-1900	7	5394064364
bos	kampen	1851-1900	7	5394064364
lucht	adelaar	1901-1925	6	7815890332
geur	adem	1801-1850	49	1565489769
geur	eene	1801-1850	498	1565489769
geur	welriekend	1801-1850	13	1565489769
geur	mede	1801-1850	25	1565489769
neus	ademen	1901-1925	8	7815890332
neus	door	1901-1925	222	7815890332
lucht	ademhaling	1901-1925	8	7815890332
lucht	strijken	1901-1925	8	7815890332
onwelriekend	adem	1901-1925	66	7815890332
onwelriekend	is	1901-1925	49	7815890332
onwelriekend	denken	1901-1925	36	7815890332
onwelriekend	er	1901-1925	18	7815890332
bos	administrateur	1851-1900	67	5394064364
bos	administrateur	1901-1925	16	7815890332
bos	goeman	1901-1925	53	7815890332
bos	aldaar	1851-1900	38	5394064364
bos	bakkerij	1901-1925	12	7815890332
bos	gruno	1901-1925	12	7815890332
bos	schoolholm	1901-1925	12	7815890332
bos	nederland	1851-1900	449	5394064364
bos	logement	1851-1900	26	5394064364
bos	valk	1851-1900	19	5394064364
bos	adresseere	1851-1900	8	5394064364
bos	penning	1851-1900	11	5394064364
neuzen	adres	1901-1925	27	7815890332
neuzen	th	1901-1925	87	7815890332
neuzen	nieuwstraat	1901-1925	116	7815890332
neuzen	bij	1901-1925	125	7815890332
geurig	ad	1851-1900	6	5394064364
geurig	slechts	1851-1900	16	5394064364
bos	adviseur	1901-1925	49	7815890332
bos	ing	1901-1925	16	7815890332
bos	scheepsbouw	1901-1925	16	7815890332
bos	ingenieur	1901-1925	23	7815890332
lucht	af	1901-1925	193	7815890332
bouquet	af	1901-1925	228	7815890332
bouquet	loto	1901-1925	168	7815890332
bouquet	tooropstijl	1901-1925	53	7815890332
bouquet	tooropstjjl	1901-1925	39	7815890332
damp	afdoend	1901-1925	7	7815890332
damp	bescherming	1901-1925	14	7815890332
damp	tegen	1901-1925	14	7815890332
damp	stof	1901-1925	44	7815890332
lucht	een	1901-1925	2531	7815890332
lucht	onaangenaam	1901-1925	118	7815890332
lucht	waarnemen	1901-1925	24	7815890332
odeur	af	1851-1900	74	5394064364
odeur	f3b	1851-1900	81	5394064364
odeur	piver	1851-1900	75	5394064364
reukwater	affaire	1851-1900	6	5394064364
reukwater	in	1851-1900	23	5394064364
reukwater	worden	1851-1900	586	5394064364
reukwater	uitoefenen	1851-1900	6	5394064364
bouquet	fl	1901-1925	68	7815890332
lucht	afwerken	1901-1925	6	7815890332
lucht	doch	1901-1925	98	7815890332
reuk	aflevering	1901-1925	21	7815890332
reuk	eener	1901-1925	21	7815890332
reuk	helder	1901-1925	21	7815890332
lucht	afsluiting	1851-1900	25	5394064364
lucht	vooral	1851-1900	31	5394064364
neuzen	af	1901-1925	22	7815890332
neuzen	toevloeien	1901-1925	26	7815890332
geuren	aftreksel	1851-1900	29	5394064364
geuren	meest	1851-1900	138	5394064364
geuren	fashionable	1851-1900	56	5394064364
aroma	aftrek	1851-1900	44	5394064364
aroma	van	1851-1900	426	5394064364
aroma	dit	1851-1900	79	5394064364
aroma	afwerking	1901-1925	79	7815890332
aroma	fijn	1901-1925	1665	7815890332
walm	afwezigheid	1851-1900	593	5394064364
walm	van	1851-1900	1018	5394064364
walm	en	1851-1900	807	5394064364
walm	stank	1851-1900	128	5394064364
stank	afwezigheid	1851-1900	36	5394064364
stank	van	1851-1900	210	5394064364
stank	walmen	1851-1900	128	5394064364
stank	en	1851-1900	349	5394064364
walm	of	1851-1900	1479	5394064364
walm	reuk	1851-1900	1327	5394064364
reuk	afwezigheid	1851-1900	175	5394064364
reuk	walmen	1851-1900	1327	5394064364
lucht	afwijking	1851-1900	29	5394064364
lucht	richten	1851-1900	29	5394064364
lucht	kracht	1851-1900	753	5394064364
lucht	afwijken	1851-1900	170	5394064364
lucht	richting	1851-1900	409	5394064364
lucht	afwisselen	1901-1925	18	7815890332
lucht	wandeling	1901-1925	54	7815890332
lucht	roeien	1901-1925	27	7815890332
stank	agent	1901-1925	12	7815890332
stank	een	1901-1925	73	7815890332
stank	vreeselijk	1901-1925	31	7815890332
stank	tegemoet	1901-1925	18	7815890332
aroma	aguilla	1901-1925	7	7815890332
bos	ah	1901-1925	10	7815890332
bos	volgen	1901-1925	1188	7815890332
bos	prij	1901-1925	1356	7815890332
lucht	aak	1851-1900	60	5394064364
lucht	stil	1851-1900	76	5394064364
lucht	zonnen	1851-1900	671	5394064364
bos	akkermaals	1801-1850	23	1565489769
bos	op	1801-1850	616	1565489769
bos	erve	1801-1850	7	1565489769
geurig	ala	1851-1900	24	5394064364
geurig	bizonder	1851-1900	397	5394064364
geurig	lekker	1851-1900	551	5394064364
bouquet	ala	1851-1900	30	5394064364
bouquet	violet	1851-1900	247	5394064364
bouquet	bitter	1851-1900	44	5394064364
bouquet	amandel	1851-1900	55	5394064364
bouquet	au	1851-1900	91	5394064364
bouquet	het	1851-1900	323	5394064364
bos	ala	1901-1925	34	7815890332
bos	alberdina	1851-1900	20	5394064364
bos	tjetskina	1851-1900	20	5394064364
bouquet	albert	1851-1900	313	5394064364
bouquet	dorsay	1851-1900	193	5394064364
neus	alberti	1901-1925	7	7815890332
reuk	albespeyre	1801-1850	82	1565489769
reuk	onderhoud	1801-1850	256	1565489769
reuk	albespeyre	1851-1900	83	5394064364
reuk	onderhoud	1851-1900	197	5394064364
reuk	zonder	1851-1900	4753	5394064364
aromatisch	alcalisch	1851-1900	130	5394064364
aromatisch	keukenzout	1851-1900	97	5394064364
aromatisch	all	1851-1900	25	5394064364
aromatisch	al	1851-1900	41	5394064364
bos	vr	1851-1900	6	5394064364
bos	clae	1851-1900	46	5394064364
geur	al	1851-1900	334	5394064364
geur	den	1851-1900	903	5394064364
lucht	al	1901-1925	305	7815890332
lucht	alex	1901-1925	8	7815890332
lucht	kampioen	1901-1925	8	7815890332
walm	algeheel	1851-1900	42	5394064364
lucht	algemeen	1801-1850	13	1565489769
lucht	weergalmen	1801-1850	160	1565489769
essence	algemeen	1851-1900	22	5394064364
essence	gunstig	1851-1900	30	5394064364
essence	werken	1851-1900	70	5394064364
essence	doen	1851-1900	34	5394064364
geur	alim	1851-1900	21	5394064364
geur	samtam	1851-1900	41	5394064364
reuk	al	1901-1925	103	7815890332
reuk	in	1901-1925	421	7815890332
reuk	kwaad	1901-1925	53	7815890332
reuk	staan	1901-1925	68	7815890332
geur	ander	1851-1900	334	5394064364
geur	bitter	1851-1900	74	5394064364
geur	al	1901-1925	190	7815890332
geur	ander	1901-1925	156	7815890332
geur	margarine	1901-1925	26	7815890332
geur	soort	1851-1900	424	5394064364
aroma	al	1901-1925	34	7815890332
aroma	ander	1901-1925	14	7815890332
aroma	wegens	1901-1925	8	7815890332
parfumerie	al	1901-1925	321	7815890332
parfumerie	apotheker	1901-1925	7	7815890332
parfumerie	drogist	1901-1925	83	7815890332
parfumerie	apotheker	1851-1900	151	5394064364
parfumerie	drogist	1851-1900	60	5394064364
parfumerie	handelaar	1851-1900	34	5394064364
lucht	brug	1901-1925	31	7815890332
reuk	eau	1901-1925	107	7815890332
reuk	cologne	1901-1925	106	7815890332
geur	alleen	1851-1900	43	5394064364
geur	daaruit	1851-1900	60	5394064364
lucht	slechts	1851-1900	50	5394064364
lucht	afsluiten	1851-1900	44	5394064364
neus	alleen	1901-1925	41	7815890332
rieken	alleen	1851-1900	12	5394064364
rieken	voor	1851-1900	44	5394064364
rieken	maar	1851-1900	25	5394064364
rieken	ook	1851-1900	19	5394064364
parfumerie	coiffeur	1851-1900	21	5394064364
parfumerie	galanteriemagazijn	1851-1900	21	5394064364
lucht	al	1851-1900	346	5394064364
lucht	gasdamp	1851-1900	7	5394064364
lucht	verspreiden	1851-1900	79	5394064364
geuren	al	1851-1900	1112	5394064364
geuren	050	1851-1900	60	5394064364
geuren	vichyzout	1851-1900	93	5394064364
geuren	060	1851-1900	30	5394064364
geuren	50	1851-1900	54	5394064364
geuren	doch	1851-1900	292	5394064364
geuren	navol	1851-1900	25	5394064364
geuren	navolgen	1851-1900	97	5394064364
geuren	fo5o	1851-1900	91	5394064364
geuren	al	1901-1925	147	7815890332
geuren	kleur	1901-1925	107	7815890332
geuren	smaken	1901-1925	80	7815890332
geuren	en	1901-1925	300	7815890332
geuren	om	1851-1900	3719	5394064364
geuren	haar	1851-1900	111	5394064364
geuren	voor	1851-1900	609	5394064364
geuren	zakdoek	1851-1900	312	5394064364
parfumerie	goed	1851-1900	388	5394064364
parfumerie	apotheek	1851-1900	117	5394064364
parfumerie	huis	1851-1900	83	5394064364
parfumerie	goed	1901-1925	303	7815890332
parfumerie	huis	1901-1925	19	7815890332
parfumerie	die	1901-1925	26	7815890332
parfumerie	ca	1901-1925	6	7815890332
parfumerie	kapperszaak	1901-1925	117	7815890332
parfumerie	galanteriewinkel	1851-1900	19	5394064364
geuren	goed	1851-1900	86	5394064364
geuren	welriekend	1851-1900	62	5394064364
geuren	te	1851-1900	801	5394064364
bos	grootte	1901-1925	46	7815890332
bos	prijs	1901-1925	106	7815890332
damp	al	1851-1900	79	5394064364
damp	insect	1851-1900	112	5394064364
damp	zonder	1851-1900	336	5394064364
damp	ef	1851-1900	42	5394064364
damp	of	1851-1900	174	5394064364
lucht	kamer	1801-1850	22	1565489769
lucht	versche	1801-1850	52	1565489769
geur	allen	1851-1900	8	5394064364
geur	wierook	1851-1900	103	5394064364
neuzen	al	1851-1900	71	5394064364
neuzen	drukken	1851-1900	29	5394064364
neuzen	of	1851-1900	145	5394064364
reuk	allen	1801-1850	52	1565489769
reuk	aan	1801-1850	69	1565489769
reuk	de	1801-1850	155	1565489769
reuk	voet	1801-1850	10	1565489769
reuk	allen	1851-1900	62	5394064364
reuk	schadelijk	1851-1900	73	5394064364
reuk	bestanddeel	1851-1900	35	5394064364
aroma	allen	1901-1925	45	7815890332
aroma	uit	1901-1925	579	7815890332
aroma	door	1901-1925	1225	7815890332
lucht	onaangenaam	1851-1900	422	5394064364
lucht	oogenblikkelijk	1851-1900	56	5394064364
lucht	weg	1851-1900	49	5394064364
lucht	cs	1901-1925	11	7815890332
geuren	onwelriekend	1901-1925	102	7815890332
geuren	bij	1901-1925	107	7815890332
geuren	een	1901-1925	89	7815890332
parfumerie	magazijn	1851-1900	413	5394064364
parfumerie	winkel	1851-1900	127	5394064364
parfumerie	ieder	1851-1900	18	5394064364
parfumerie	stuk	1851-1900	12	5394064364
parfumerie	produkt	1901-1925	51	7815890332
parfumerie	van	1901-1925	389	7815890332
parfumerie	de	1901-1925	825	7815890332
geur	alleraangenaamst	1801-1850	33	1565489769
geur	bezitten	1801-1850	34	1565489769
geur	vrij	1801-1850	17	1565489769
reuk	alleraangenaamst	1851-1900	83	5394064364
reuk	volkomen	1851-1900	127	5394064364
reuk	al	1851-1900	922	5394064364
geur	allerfijnst	1851-1900	525	5394064364
geurig	allergoedkoop	1901-1925	11	7815890332
geurig	soort	1901-1925	11	7815890332
geurig	is	1901-1925	467	7815890332
geurig	krachtig	1901-1925	312	7815890332
geur	allerhande	1901-1925	6	7815890332
geur	middel	1901-1925	13	7815890332
geur	weten	1901-1925	19	7815890332
geur	men	1901-1925	40	7815890332
neus	allerlei	1851-1900	37	5394064364
neus	allerlei	1901-1925	15	7815890332
aroma	allerlei	1901-1925	34	7815890332
aroma	geleerd	1901-1925	25	7815890332
aroma	saus	1901-1925	16	7815890332
lucht	voorwerp	1901-1925	67	7815890332
lucht	allerlei	1851-1900	18	5394064364
lucht	wijze	1851-1900	69	5394064364
odeur	allerliefst	1851-1900	38	5394064364
odeur	flacon	1851-1900	207	5394064364
odeur	inhouden	1851-1900	114	5394064364
odeur	en	1851-1900	1439	5394064364
parfum	allernieuwst	1901-1925	8	7815890332
parfum	odeur	1901-1925	14	7815890332
